IP 地址,已发�?已接�?丢包�?平均延迟,下载速度 (MB/s),,,
104.16.7.125,1,1,0,245.77,0
104.16.110.62,1,1,0,245.77,0
104.19.14.198,1,1,0,245.77,0
104.23.143.77,1,1,0,245.78,0
104.25.139.29,1,1,0,245.78,0
172.64.135.70,1,1,0,245.78,0
104.20.245.241,1,1,0,245.78,0
104.16.208.16,1,1,0,245.78,0
104.21.22.223,1,1,0,245.78,0
104.24.38.33,1,1,0,245.79,0
198.41.209.72,1,1,0,245.79,0
104.19.240.81,1,1,0,245.79,0
104.19.232.168,1,1,0,245.8,0
162.159.16.73,1,1,0,245.8,0
104.17.18.111,1,1,0,245.82,0
162.159.20.154,1,1,0,245.82,0
104.25.127.55,1,1,0,245.82,0
104.21.215.208,1,1,0,245.82,0
104.24.58.93,1,1,0,245.82,0
172.67.24.183,1,1,0,245.82,0
162.159.20.149,1,1,0,245.82,0
104.17.3.53,1,1,0,245.82,0
104.16.110.47,1,1,0,245.83,0
104.16.214.202,1,1,0,245.83,0
104.21.26.219,1,1,0,245.83,0
198.41.208.38,1,1,0,245.83,0
104.20.3.10,1,1,0,245.83,0
104.27.123.10,1,1,0,245.83,0
162.159.20.185,1,1,0,245.84,0
198.41.205.105,1,1,0,245.84,0
172.67.3.192,1,1,0,245.84,0
162.159.16.7,1,1,0,245.85,0
104.25.138.165,1,1,0,245.85,0
104.20.205.92,1,1,0,245.85,0
104.16.148.141,1,1,0,245.86,0
162.159.29.149,1,1,0,245.86,0
198.41.209.22,1,1,0,245.86,0
104.16.39.63,1,1,0,245.86,0
104.24.40.138,1,1,0,245.87,0
172.67.117.221,1,1,0,245.87,0
104.16.180.207,1,1,0,245.87,0
104.18.240.129,1,1,0,245.87,0
104.30.2.219,1,1,0,245.87,0
104.17.26.217,1,1,0,245.88,0
104.25.104.88,1,1,0,245.88,0
172.64.49.122,1,1,0,245.89,0
172.67.4.153,1,1,0,245.89,0
172.67.9.200,1,1,0,245.89,0
104.27.120.192,1,1,0,245.9,0
104.27.120.197,1,1,0,245.9,0
141.101.123.117,1,1,0,245.9,0
104.20.208.24,1,1,0,245.9,0
172.67.23.138,1,1,0,245.9,0
172.65.166.133,1,1,0,245.91,0
104.17.13.56,1,1,0,245.91,0
104.16.131.15,1,1,0,245.91,0
104.25.134.74,1,1,0,245.92,0
104.16.196.117,1,1,0,245.92,0
198.41.209.10,1,1,0,245.93,0
104.20.94.114,1,1,0,245.93,0
104.16.200.88,1,1,0,245.93,0
104.27.3.198,1,1,0,245.94,0
104.21.210.52,1,1,0,245.95,0
172.64.48.154,1,1,0,245.95,0
104.23.141.26,1,1,0,245.96,0
104.16.175.77,1,1,0,245.97,0
104.16.204.205,1,1,0,245.97,0
104.23.96.214,1,1,0,245.97,0
162.159.20.167,1,1,0,245.98,0
162.159.20.173,1,1,0,245.98,0
162.159.20.166,1,1,0,245.98,0
162.159.20.165,1,1,0,245.98,0
172.67.10.148,1,1,0,245.98,0
104.20.184.4,1,1,0,245.98,0
104.20.253.193,1,1,0,245.98,0
104.16.148.89,1,1,0,245.99,0
104.20.224.163,1,1,0,245.99,0
104.16.233.20,1,1,0,245.99,0
104.16.135.250,1,1,0,246,0
104.16.37.203,1,1,0,246,0
104.18.95.173,1,1,0,246,0
162.159.31.145,1,1,0,246,0
172.67.15.102,1,1,0,246,0
104.16.88.232,1,1,0,246,0
104.25.135.215,1,1,0,246,0
104.20.198.74,1,1,0,246,0
104.16.122.140,1,1,0,246.01,0
104.19.27.37,1,1,0,246.01,0
104.20.205.106,1,1,0,246.01,0
198.41.204.98,1,1,0,246.01,0
104.25.253.78,1,1,0,246.02,0
104.16.169.124,1,1,0,246.02,0
172.67.1.172,1,1,0,246.02,0
104.30.2.203,1,1,0,246.03,0
188.114.99.170,1,1,0,246.04,0
104.16.2.28,1,1,0,246.05,0
172.67.10.134,1,1,0,246.05,0
104.23.119.233,1,1,0,246.05,0
104.27.18.76,1,1,0,246.05,0
104.16.12.251,1,1,0,246.05,0
172.64.105.176,1,1,0,246.06,0
104.16.145.34,1,1,0,246.06,0
162.159.4.66,1,1,0,246.06,0
104.16.173.14,1,1,0,246.06,0
104.21.124.30,1,1,0,246.06,0
104.17.3.66,1,1,0,246.07,0
104.18.7.242,1,1,0,246.07,0
172.64.49.158,1,1,0,246.07,0
104.18.14.192,1,1,0,246.07,0
104.16.148.68,1,1,0,246.08,0
104.21.239.100,1,1,0,246.08,0
172.65.166.174,1,1,0,246.08,0
104.25.133.180,1,1,0,246.08,0
162.159.40.113,1,1,0,246.08,0
104.16.154.9,1,1,0,246.09,0
104.27.124.146,1,1,0,246.09,0
162.159.242.87,1,1,0,246.09,0
104.20.234.162,1,1,0,246.09,0
162.159.201.240,1,1,0,246.1,0
162.159.201.239,1,1,0,246.1,0
104.25.127.87,1,1,0,246.11,0
104.16.236.164,1,1,0,246.11,0
104.20.240.119,1,1,0,246.11,0
162.159.11.97,1,1,0,246.12,0
162.159.5.240,1,1,0,246.12,0
104.16.93.50,1,1,0,246.13,0
162.159.50.207,1,1,0,246.13,0
172.65.43.232,1,1,0,246.13,0
104.17.13.140,1,1,0,246.13,0
104.18.250.101,1,1,0,246.13,0
104.19.224.18,1,1,0,246.14,0
104.18.206.0,1,1,0,246.14,0
104.18.26.210,1,1,0,246.14,0
198.41.204.106,1,1,0,246.14,0
104.25.125.121,1,1,0,246.15,0
104.25.125.120,1,1,0,246.15,0
108.162.192.95,1,1,0,246.15,0
104.20.212.71,1,1,0,246.16,0
198.41.204.119,1,1,0,246.16,0
104.25.114.61,1,1,0,246.16,0
104.18.22.205,1,1,0,246.16,0
172.66.40.167,1,1,0,246.16,0
104.20.168.195,1,1,0,246.16,0
104.27.25.183,1,1,0,246.17,0
104.18.218.117,1,1,0,246.17,0
104.25.126.164,1,1,0,246.18,0
104.23.123.106,1,1,0,246.19,0
162.159.13.154,1,1,0,246.19,0
104.20.215.92,1,1,0,246.19,0
104.16.152.39,1,1,0,246.2,0
104.22.55.224,1,1,0,246.2,0
162.159.20.141,1,1,0,246.2,0
104.18.155.7,1,1,0,246.21,0
188.114.98.190,1,1,0,246.21,0
104.20.132.50,1,1,0,246.21,0
104.19.228.213,1,1,0,246.21,0
104.16.114.78,1,1,0,246.21,0
172.67.52.104,1,1,0,246.22,0
104.16.148.108,1,1,0,246.22,0
104.16.55.138,1,1,0,246.22,0
172.67.10.235,1,1,0,246.22,0
104.16.202.96,1,1,0,246.22,0
104.16.202.95,1,1,0,246.22,0
104.16.22.130,1,1,0,246.22,0
104.18.220.36,1,1,0,246.23,0
104.18.215.120,1,1,0,246.24,0
104.17.161.199,1,1,0,246.25,0
172.67.58.95,1,1,0,246.25,0
104.16.13.2,1,1,0,246.25,0
162.159.31.144,1,1,0,246.26,0
141.101.90.248,1,1,0,246.26,0
104.21.15.55,1,1,0,246.26,0
104.16.7.251,1,1,0,246.26,0
172.67.52.232,1,1,0,246.26,0
104.20.173.84,1,1,0,246.27,0
104.16.120.74,1,1,0,246.27,0
104.20.169.201,1,1,0,246.27,0
198.41.218.156,1,1,0,246.28,0
104.21.29.10,1,1,0,246.28,0
104.16.219.165,1,1,0,246.28,0
104.20.242.247,1,1,0,246.29,0
104.25.107.89,1,1,0,246.29,0
104.16.7.149,1,1,0,246.29,0
162.159.15.205,1,1,0,246.3,0
104.16.172.207,1,1,0,246.3,0
104.27.24.219,1,1,0,246.3,0
104.23.110.234,1,1,0,246.3,0
172.67.41.103,1,1,0,246.3,0
172.65.110.103,1,1,0,246.31,0
172.67.12.225,1,1,0,246.31,0
190.93.247.200,1,1,0,246.31,0
162.159.255.222,1,1,0,246.31,0
104.18.249.126,1,1,0,246.31,0
104.20.60.208,1,1,0,246.31,0
104.16.78.222,1,1,0,246.32,0
104.24.26.126,1,1,0,246.32,0
104.27.55.17,1,1,0,246.33,0
162.159.16.29,1,1,0,246.33,0
162.159.192.144,1,1,0,246.33,0
104.17.29.251,1,1,0,246.34,0
162.159.201.94,1,1,0,246.34,0
162.159.25.97,1,1,0,246.34,0
172.65.97.210,1,1,0,246.35,0
104.16.149.135,1,1,0,246.35,0
198.41.209.52,1,1,0,246.35,0
104.20.59.196,1,1,0,246.36,0
104.16.8.228,1,1,0,246.36,0
172.67.24.36,1,1,0,246.36,0
104.23.143.115,1,1,0,246.37,0
104.16.178.39,1,1,0,246.38,0
104.21.215.175,1,1,0,246.38,0
104.19.1.193,1,1,0,246.39,0
172.67.23.174,1,1,0,246.39,0
172.65.213.19,1,1,0,246.39,0
162.159.48.87,1,1,0,246.39,0
104.29.59.115,1,1,0,246.4,0
198.41.206.181,1,1,0,246.4,0
104.20.168.183,1,1,0,246.41,0
172.66.45.223,1,1,0,246.42,0
198.41.222.80,1,1,0,246.42,0
104.16.210.177,1,1,0,246.42,0
104.29.45.45,1,1,0,246.43,0
162.159.11.21,1,1,0,246.43,0
104.17.29.129,1,1,0,246.43,0
104.22.43.55,1,1,0,246.44,0
172.64.104.176,1,1,0,246.44,0
104.18.206.5,1,1,0,246.44,0
104.27.119.131,1,1,0,246.44,0
104.27.5.119,1,1,0,246.45,0
162.159.25.85,1,1,0,246.46,0
162.159.255.120,1,1,0,246.47,0
162.159.244.206,1,1,0,246.47,0
162.159.14.58,1,1,0,246.49,0
162.159.253.118,1,1,0,246.49,0
104.16.160.116,1,1,0,246.49,0
104.16.177.147,1,1,0,246.49,0
162.159.9.17,1,1,0,246.5,0
104.24.28.1,1,1,0,246.5,0
104.16.222.37,1,1,0,246.5,0
162.159.242.53,1,1,0,246.5,0
104.16.232.99,1,1,0,246.5,0
104.24.26.206,1,1,0,246.5,0
104.27.9.125,1,1,0,246.51,0
104.25.135.248,1,1,0,246.52,0
104.27.56.182,1,1,0,246.52,0
104.24.20.212,1,1,0,246.52,0
104.25.97.2,1,1,0,246.52,0
198.41.211.41,1,1,0,246.53,0
104.23.138.103,1,1,0,246.53,0
104.16.144.53,1,1,0,246.53,0
104.16.7.202,1,1,0,246.53,0
104.16.130.246,1,1,0,246.53,0
162.159.255.40,1,1,0,246.53,0
104.18.6.224,1,1,0,246.54,0
104.16.8.123,1,1,0,246.54,0
104.20.50.199,1,1,0,246.54,0
104.21.124.32,1,1,0,246.54,0
104.18.177.56,1,1,0,246.54,0
104.25.132.216,1,1,0,246.55,0
172.67.41.119,1,1,0,246.55,0
104.16.8.10,1,1,0,246.55,0
198.41.202.85,1,1,0,246.56,0
104.18.146.228,1,1,0,246.56,0
104.18.216.131,1,1,0,246.56,0
104.20.254.163,1,1,0,246.57,0
104.16.113.171,1,1,0,246.57,0
198.41.221.141,1,1,0,246.57,0
162.159.242.167,1,1,0,246.57,0
104.25.114.111,1,1,0,246.57,0
104.27.192.249,1,1,0,246.57,0
104.17.241.110,1,1,0,246.57,0
104.17.250.46,1,1,0,246.57,0
104.16.72.177,1,1,0,246.57,0
104.16.72.176,1,1,0,246.57,0
104.29.59.165,1,1,0,246.57,0
104.16.210.27,1,1,0,246.58,0
104.18.21.228,1,1,0,246.58,0
198.41.209.24,1,1,0,246.59,0
104.16.9.124,1,1,0,246.59,0
104.27.127.223,1,1,0,246.59,0
104.16.182.184,1,1,0,246.6,0
104.16.214.197,1,1,0,246.6,0
104.16.198.219,1,1,0,246.6,0
172.67.39.205,1,1,0,246.61,0
104.25.139.73,1,1,0,246.62,0
104.24.51.48,1,1,0,246.62,0
104.16.161.237,1,1,0,246.63,0
172.64.35.77,1,1,0,246.63,0
172.67.56.61,1,1,0,246.63,0
104.27.195.140,1,1,0,246.63,0
104.18.215.35,1,1,0,246.64,0
198.41.200.51,1,1,0,246.64,0
104.27.100.214,1,1,0,246.65,0
104.18.187.132,1,1,0,246.65,0
198.41.219.239,1,1,0,246.66,0
104.20.65.243,1,1,0,246.66,0
104.16.121.44,1,1,0,246.66,0
104.16.175.69,1,1,0,246.67,0
141.101.115.120,1,1,0,246.68,0
104.20.234.183,1,1,0,246.68,0
162.159.8.79,1,1,0,246.68,0
104.19.239.76,1,1,0,246.68,0
104.20.254.171,1,1,0,246.68,0
104.16.92.50,1,1,0,246.69,0
141.101.123.139,1,1,0,246.7,0
104.18.228.246,1,1,0,246.7,0
162.159.160.146,1,1,0,246.71,0
104.23.110.67,1,1,0,246.71,0
104.18.19.78,1,1,0,246.71,0
172.66.41.148,1,1,0,246.72,0
104.27.56.119,1,1,0,246.72,0
104.16.148.107,1,1,0,246.72,0
104.16.216.142,1,1,0,246.73,0
104.16.216.143,1,1,0,246.73,0
104.27.97.214,1,1,0,246.73,0
104.27.97.213,1,1,0,246.73,0
172.65.212.93,1,1,0,246.73,0
162.159.29.132,1,1,0,246.73,0
104.22.21.72,1,1,0,246.73,0
104.23.104.218,1,1,0,246.74,0
162.159.11.87,1,1,0,246.75,0
104.23.132.19,1,1,0,246.75,0
104.27.48.164,1,1,0,246.75,0
104.21.224.11,1,1,0,246.76,0
104.25.255.41,1,1,0,246.76,0
104.23.96.229,1,1,0,246.76,0
162.159.202.53,1,1,0,246.77,0
172.64.37.253,1,1,0,246.77,0
198.41.206.135,1,1,0,246.77,0
104.24.9.63,1,1,0,246.77,0
104.17.12.33,1,1,0,246.78,0
104.19.215.121,1,1,0,246.78,0
172.67.17.228,1,1,0,246.78,0
104.18.143.173,1,1,0,246.79,0
104.23.137.104,1,1,0,246.79,0
104.19.238.252,1,1,0,246.79,0
104.16.226.30,1,1,0,246.79,0
198.41.200.44,1,1,0,246.79,0
104.18.226.0,1,1,0,246.79,0
104.20.255.238,1,1,0,246.8,0
104.16.161.81,1,1,0,246.8,0
104.19.210.238,1,1,0,246.8,0
104.25.133.176,1,1,0,246.8,0
104.17.237.136,1,1,0,246.8,0
104.16.219.0,1,1,0,246.8,0
104.27.50.201,1,1,0,246.8,0
104.16.55.151,1,1,0,246.8,0
172.67.52.201,1,1,0,246.81,0
104.19.18.220,1,1,0,246.81,0
172.64.47.51,1,1,0,246.81,0
104.23.98.93,1,1,0,246.82,0
162.159.40.229,1,1,0,246.83,0
104.20.183.246,1,1,0,246.84,0
104.20.212.32,1,1,0,246.84,0
104.16.7.150,1,1,0,246.84,0
104.16.7.151,1,1,0,246.84,0
162.159.15.232,1,1,0,246.84,0
104.17.25.88,1,1,0,246.85,0
172.65.217.185,1,1,0,246.85,0
104.16.123.91,1,1,0,246.85,0
162.159.249.251,1,1,0,246.85,0
104.21.227.16,1,1,0,246.87,0
104.16.20.91,1,1,0,246.87,0
198.41.222.110,1,1,0,246.87,0
172.66.47.146,1,1,0,246.87,0
172.64.132.234,1,1,0,246.87,0
104.21.28.19,1,1,0,246.88,0
104.22.60.209,1,1,0,246.89,0
172.67.27.87,1,1,0,246.89,0
104.27.16.3,1,1,0,246.89,0
104.21.198.253,1,1,0,246.9,0
162.159.20.94,1,1,0,246.9,0
104.23.106.232,1,1,0,246.9,0
104.23.102.147,1,1,0,246.9,0
172.66.45.85,1,1,0,246.9,0
104.21.122.202,1,1,0,246.91,0
198.41.206.179,1,1,0,246.91,0
104.18.170.196,1,1,0,246.91,0
162.159.25.69,1,1,0,246.91,0
162.159.18.89,1,1,0,246.92,0
104.16.203.114,1,1,0,246.92,0
162.159.25.94,1,1,0,246.92,0
104.25.132.38,1,1,0,246.93,0
104.16.24.79,1,1,0,246.93,0
104.21.213.135,1,1,0,246.93,0
162.159.33.169,1,1,0,246.93,0
104.16.144.16,1,1,0,246.93,0
190.93.245.115,1,1,0,246.93,0
172.64.47.229,1,1,0,246.94,0
172.65.98.43,1,1,0,246.94,0
104.16.118.161,1,1,0,246.95,0
198.41.220.246,1,1,0,246.95,0
104.16.33.54,1,1,0,246.96,0
172.65.97.39,1,1,0,246.96,0
172.67.103.216,1,1,0,246.96,0
104.16.204.157,1,1,0,246.96,0
104.19.69.6,1,1,0,246.96,0
162.159.25.64,1,1,0,246.97,0
172.67.41.0,1,1,0,246.98,0
104.22.29.62,1,1,0,246.99,0
104.23.133.30,1,1,0,246.99,0
104.20.198.213,1,1,0,246.99,0
198.41.207.128,1,1,0,247,0
104.16.64.32,1,1,0,247,0
198.41.217.142,1,1,0,247,0
104.19.24.181,1,1,0,247,0
198.41.211.65,1,1,0,247,0
190.93.247.194,1,1,0,247.01,0
104.25.114.92,1,1,0,247.01,0
190.93.244.175,1,1,0,247.02,0
104.17.29.33,1,1,0,247.02,0
172.65.45.75,1,1,0,247.02,0
172.67.12.252,1,1,0,247.02,0
162.159.8.85,1,1,0,247.03,0
104.17.26.174,1,1,0,247.03,0
104.19.215.226,1,1,0,247.04,0
104.20.215.26,1,1,0,247.04,0
104.17.237.225,1,1,0,247.04,0
162.159.36.92,1,1,0,247.04,0
104.18.22.107,1,1,0,247.04,0
162.159.0.215,1,1,0,247.05,0
104.23.141.158,1,1,0,247.05,0
162.159.241.199,1,1,0,247.05,0
104.16.144.26,1,1,0,247.05,0
104.23.115.26,1,1,0,247.05,0
172.64.134.142,1,1,0,247.05,0
104.18.190.54,1,1,0,247.05,0
104.25.104.201,1,1,0,247.06,0
104.25.138.156,1,1,0,247.06,0
104.20.169.157,1,1,0,247.06,0
104.23.111.105,1,1,0,247.06,0
104.22.49.24,1,1,0,247.07,0
104.16.76.184,1,1,0,247.07,0
104.16.178.218,1,1,0,247.08,0
198.41.207.152,1,1,0,247.08,0
162.159.6.54,1,1,0,247.08,0
104.27.114.137,1,1,0,247.08,0
162.159.7.115,1,1,0,247.08,0
172.65.43.236,1,1,0,247.09,0
104.27.126.236,1,1,0,247.09,0
104.27.37.216,1,1,0,247.1,0
104.27.118.63,1,1,0,247.1,0
162.159.29.141,1,1,0,247.1,0
104.19.239.51,1,1,0,247.1,0
172.65.43.192,1,1,0,247.11,0
104.17.31.253,1,1,0,247.11,0
172.67.4.26,1,1,0,247.12,0
162.159.241.213,1,1,0,247.12,0
104.27.200.229,1,1,0,247.13,0
104.23.96.88,1,1,0,247.13,0
162.159.51.80,1,1,0,247.13,0
172.65.212.234,1,1,0,247.13,0
198.41.209.40,1,1,0,247.13,0
104.16.53.24,1,1,0,247.13,0
198.41.203.163,1,1,0,247.14,0
104.21.218.236,1,1,0,247.14,0
162.159.25.17,1,1,0,247.14,0
198.41.207.71,1,1,0,247.14,0
104.27.115.77,1,1,0,247.14,0
172.64.132.46,1,1,0,247.15,0
104.16.236.153,1,1,0,247.15,0
104.17.47.223,1,1,0,247.15,0
172.64.135.53,1,1,0,247.15,0
104.20.169.202,1,1,0,247.15,0
104.21.16.76,1,1,0,247.15,0
172.65.101.171,1,1,0,247.16,0
104.18.250.10,1,1,0,247.16,0
162.159.33.167,1,1,0,247.16,0
104.24.27.69,1,1,0,247.17,0
104.23.109.222,1,1,0,247.17,0
162.159.21.123,1,1,0,247.17,0
104.27.3.22,1,1,0,247.17,0
188.114.96.231,1,1,0,247.17,0
104.20.236.34,1,1,0,247.18,0
104.16.8.142,1,1,0,247.18,0
172.64.33.203,1,1,0,247.18,0
104.27.6.28,1,1,0,247.19,0
172.64.48.144,1,1,0,247.19,0
104.27.11.212,1,1,0,247.19,0
162.159.13.205,1,1,0,247.2,0
188.114.97.99,1,1,0,247.2,0
104.21.35.226,1,1,0,247.2,0
104.19.253.210,1,1,0,247.2,0
104.16.174.31,1,1,0,247.21,0
104.18.240.249,1,1,0,247.21,0
162.159.160.142,1,1,0,247.21,0
104.16.13.10,1,1,0,247.22,0
104.24.42.160,1,1,0,247.22,0
104.25.125.154,1,1,0,247.22,0
104.17.244.241,1,1,0,247.22,0
198.41.208.37,1,1,0,247.22,0
104.20.234.134,1,1,0,247.22,0
172.67.23.251,1,1,0,247.23,0
162.159.3.130,1,1,0,247.23,0
104.25.114.169,1,1,0,247.23,0
104.16.6.2,1,1,0,247.24,0
104.25.142.140,1,1,0,247.24,0
141.101.123.101,1,1,0,247.24,0
172.65.166.176,1,1,0,247.24,0
104.18.220.177,1,1,0,247.24,0
104.24.26.50,1,1,0,247.25,0
172.67.54.243,1,1,0,247.25,0
162.159.27.129,1,1,0,247.25,0
104.25.107.3,1,1,0,247.25,0
104.16.76.179,1,1,0,247.26,0
104.18.132.238,1,1,0,247.26,0
104.16.200.248,1,1,0,247.26,0
104.29.90.75,1,1,0,247.26,0
104.16.201.13,1,1,0,247.26,0
104.27.198.167,1,1,0,247.27,0
104.19.17.195,1,1,0,247.27,0
162.159.252.91,1,1,0,247.27,0
104.24.9.102,1,1,0,247.28,0
104.16.93.107,1,1,0,247.28,0
104.17.32.128,1,1,0,247.28,0
172.67.51.183,1,1,0,247.28,0
104.24.14.48,1,1,0,247.29,0
162.159.3.2,1,1,0,247.29,0
188.114.96.62,1,1,0,247.29,0
162.159.2.12,1,1,0,247.29,0
104.16.114.125,1,1,0,247.29,0
104.16.199.4,1,1,0,247.3,0
198.41.209.83,1,1,0,247.3,0
104.16.127.184,1,1,0,247.3,0
104.23.131.217,1,1,0,247.3,0
104.18.220.9,1,1,0,247.31,0
104.16.235.161,1,1,0,247.31,0
104.20.122.255,1,1,0,247.31,0
104.24.52.107,1,1,0,247.31,0
162.159.252.90,1,1,0,247.32,0
104.16.155.5,1,1,0,247.33,0
104.20.252.97,1,1,0,247.33,0
104.25.130.144,1,1,0,247.33,0
198.41.217.29,1,1,0,247.34,0
104.27.55.71,1,1,0,247.34,0
198.41.222.61,1,1,0,247.35,0
104.24.31.220,1,1,0,247.35,0
104.20.168.133,1,1,0,247.35,0
104.23.143.18,1,1,0,247.35,0
104.16.199.122,1,1,0,247.35,0
190.93.247.113,1,1,0,247.36,0
104.16.123.89,1,1,0,247.36,0
104.23.106.6,1,1,0,247.36,0
104.18.67.194,1,1,0,247.36,0
104.19.249.22,1,1,0,247.37,0
104.18.175.247,1,1,0,247.37,0
104.27.194.25,1,1,0,247.37,0
104.16.255.236,1,1,0,247.37,0
104.19.80.84,1,1,0,247.37,0
104.16.131.32,1,1,0,247.38,0
104.18.158.165,1,1,0,247.38,0
104.23.140.63,1,1,0,247.38,0
104.21.82.170,1,1,0,247.38,0
172.64.105.179,1,1,0,247.39,0
104.23.137.40,1,1,0,247.39,0
104.16.182.175,1,1,0,247.39,0
104.27.198.229,1,1,0,247.4,0
162.159.18.180,1,1,0,247.4,0
162.159.251.18,1,1,0,247.41,0
162.159.12.46,1,1,0,247.41,0
104.18.177.157,1,1,0,247.41,0
162.159.15.196,1,1,0,247.41,0
162.159.51.201,1,1,0,247.41,0
104.25.115.238,1,1,0,247.41,0
172.65.93.23,1,1,0,247.42,0
104.16.236.170,1,1,0,247.42,0
104.24.25.49,1,1,0,247.42,0
104.25.140.136,1,1,0,247.42,0
162.159.17.63,1,1,0,247.42,0
104.16.93.21,1,1,0,247.43,0
198.41.221.175,1,1,0,247.43,0
190.93.244.7,1,1,0,247.45,0
104.23.112.195,1,1,0,247.46,0
104.18.226.25,1,1,0,247.46,0
104.16.72.119,1,1,0,247.47,0
104.18.204.49,1,1,0,247.47,0
104.25.131.40,1,1,0,247.47,0
104.16.253.28,1,1,0,247.48,0
104.16.187.251,1,1,0,247.48,0
104.24.27.164,1,1,0,247.49,0
104.25.139.123,1,1,0,247.49,0
104.25.139.126,1,1,0,247.49,0
104.23.106.171,1,1,0,247.49,0
104.25.114.139,1,1,0,247.5,0
104.29.59.154,1,1,0,247.51,0
104.21.6.115,1,1,0,247.51,0
104.16.131.40,1,1,0,247.52,0
104.25.106.241,1,1,0,247.52,0
162.159.6.219,1,1,0,247.52,0
104.18.198.48,1,1,0,247.52,0
104.25.133.49,1,1,0,247.53,0
198.41.217.35,1,1,0,247.53,0
104.21.17.165,1,1,0,247.53,0
104.20.168.116,1,1,0,247.53,0
104.16.24.77,1,1,0,247.54,0
104.23.108.61,1,1,0,247.54,0
104.16.139.98,1,1,0,247.54,0
104.17.26.221,1,1,0,247.54,0
104.16.61.207,1,1,0,247.55,0
141.101.115.232,1,1,0,247.55,0
141.101.115.133,1,1,0,247.55,0
104.16.123.114,1,1,0,247.55,0
190.93.245.189,1,1,0,247.56,0
172.67.176.79,1,1,0,247.56,0
172.66.43.170,1,1,0,247.56,0
173.245.49.109,1,1,0,247.56,0
104.17.1.103,1,1,0,247.56,0
104.20.169.152,1,1,0,247.57,0
104.27.110.168,1,1,0,247.57,0
104.27.110.175,1,1,0,247.57,0
172.64.100.142,1,1,0,247.57,0
172.66.45.39,1,1,0,247.58,0
104.23.137.57,1,1,0,247.58,0
141.101.120.19,1,1,0,247.58,0
104.19.129.168,1,1,0,247.58,0
104.16.148.70,1,1,0,247.58,0
172.67.62.43,1,1,0,247.58,0
104.16.222.85,1,1,0,247.59,0
104.16.13.13,1,1,0,247.6,0
104.16.80.202,1,1,0,247.6,0
104.16.173.198,1,1,0,247.6,0
104.20.169.195,1,1,0,247.6,0
141.101.90.201,1,1,0,247.61,0
104.25.136.162,1,1,0,247.62,0
172.64.49.217,1,1,0,247.62,0
104.20.10.193,1,1,0,247.62,0
104.16.222.81,1,1,0,247.62,0
172.64.173.73,1,1,0,247.62,0
104.20.145.129,1,1,0,247.62,0
162.159.20.150,1,1,0,247.62,0
162.159.241.215,1,1,0,247.63,0
162.159.2.103,1,1,0,247.63,0
104.25.127.235,1,1,0,247.63,0
104.20.198.182,1,1,0,247.63,0
104.16.51.146,1,1,0,247.63,0
104.25.131.31,1,1,0,247.64,0
172.64.68.137,1,1,0,247.64,0
198.41.217.13,1,1,0,247.64,0
172.64.41.149,1,1,0,247.64,0
162.159.11.118,1,1,0,247.65,0
104.16.118.215,1,1,0,247.65,0
104.16.118.214,1,1,0,247.65,0
198.41.222.87,1,1,0,247.65,0
104.23.127.105,1,1,0,247.66,0
104.16.137.163,1,1,0,247.66,0
104.21.8.56,1,1,0,247.66,0
198.41.208.36,1,1,0,247.67,0
104.23.115.90,1,1,0,247.67,0
162.159.29.226,1,1,0,247.68,0
162.159.15.133,1,1,0,247.69,0
190.93.246.140,1,1,0,247.69,0
104.16.135.253,1,1,0,247.69,0
162.159.241.195,1,1,0,247.69,0
104.20.190.133,1,1,0,247.69,0
172.67.169.130,1,1,0,247.7,0
104.16.93.47,1,1,0,247.7,0
104.16.7.201,1,1,0,247.7,0
104.16.66.28,1,1,0,247.7,0
104.20.171.246,1,1,0,247.7,0
104.18.244.228,1,1,0,247.71,0
104.20.174.193,1,1,0,247.71,0
162.159.27.128,1,1,0,247.72,0
104.27.126.73,1,1,0,247.72,0
198.41.218.59,1,1,0,247.73,0
104.24.5.14,1,1,0,247.73,0
104.18.250.39,1,1,0,247.73,0
104.16.7.208,1,1,0,247.74,0
172.67.63.40,1,1,0,247.74,0
162.159.160.133,1,1,0,247.74,0
141.101.115.56,1,1,0,247.74,0
198.41.211.43,1,1,0,247.74,0
104.16.215.120,1,1,0,247.75,0
104.16.214.199,1,1,0,247.75,0
162.159.48.136,1,1,0,247.76,0
104.21.124.27,1,1,0,247.76,0
162.159.7.233,1,1,0,247.76,0
104.16.51.94,1,1,0,247.77,0
104.22.45.49,1,1,0,247.77,0
172.65.93.2,1,1,0,247.77,0
162.159.13.158,1,1,0,247.77,0
104.24.3.56,1,1,0,247.77,0
172.65.44.140,1,1,0,247.78,0
104.17.236.17,1,1,0,247.78,0
104.23.96.99,1,1,0,247.78,0
188.114.98.61,1,1,0,247.78,0
104.18.216.221,1,1,0,247.79,0
104.20.241.100,1,1,0,247.79,0
162.159.25.70,1,1,0,247.79,0
104.25.140.152,1,1,0,247.79,0
104.25.132.130,1,1,0,247.8,0
104.16.76.181,1,1,0,247.8,0
104.24.6.220,1,1,0,247.81,0
104.16.230.195,1,1,0,247.81,0
104.16.230.196,1,1,0,247.81,0
104.19.215.99,1,1,0,247.82,0
162.159.244.26,1,1,0,247.83,0
104.24.14.58,1,1,0,247.83,0
104.22.72.213,1,1,0,247.83,0
104.16.206.189,1,1,0,247.84,0
